ID,ace,af,ak,am,an,ang,ar,arc,arz,as,ast,av,ay,az,azb,ba,bar,bcl,be,be-tarask,bg,bho,bjn,bm,bn,bo,bpy,br,bs,bxr,ca,cdo,ce,ceb,chr,ckb,co,cs,csb,cv,cy,da,de,din,diq,dty,dv,ee,el,eml,en,eo,es,et,eu,ext,fa,ff,fi,fo,fr,frr,fur,fy,ga,gag,gan,gd,gl,glk,gn,gom,gsw,gu,gv,ha,hak,haw,he,hi,hif,hr,ht,hu,hy,ia,id,ig,ilo,io,is,it,ja,jam,jbo,jv,ka,kaa,kbp,kg,ki,kk,kl,km,kn,ko,koi,krc,ksh,ku,ky,la,lb,lbe,lez,lfn,lg,li,lij,lmo,ln,lo,lt,lv,lzh,mai,mdf,mg,mhr,min,mk,ml,mn,mr,ms,mt,mwl,my,myv,mzn,nah,nan,nap,nb,nds,ne,new,nl,nn,nso,nv,ny,oc,om,or,os,pa,pam,pap,pcd,pdc,pl,pms,pnb,ps,pt,qu,rmy,rn,ro,ru,rue,rup,rw,sa,sah,sat,sc,scn,sco,sd,se,sgs,sh,si,sk,sl,sn,so,sq,sr,ss,st,su,sv,sw,szl,ta,tcy,te,tg,th,ti,tk,tl,tn,tpi,tr,ts,tt,tum,tyv,udm,ug,uk,ur,uz,ve,vec,vep,vi,vls,vro,wa,war,wo,wuu,xh,xmf,yi,yo,yue,za,zea,zh,zu
DOID:6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pancreatoblastoma,,blastoma pancreático,,,,,,Pankreatoblastooma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pancreatoblastoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:684,,,,,,,سرطانة الخلية الكبدية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leberzellkarzinom,,,,,,Ηπατοκυτταρικό καρκίνωμα,,hepatocellular carcinoma,,hepatocarcinoma,,,,,,,,carcinome hépatocellulaire,,,,,,,,,,,,,,,,,,,,,Rak jetre,,,,,,,,,,carcinoma epatocellulare,肝細胞癌,,,,,,,,,Бауыр ісігі,,,,간세포암,,,,,,Carcinoma hepatocellulare,,,,,,,,,,,,,,,,,,,,ഹെപാറ്റോസെല്ലുലാർ കാർസിനോമ,,,,,,,,,,,,Leverkreft,,,हेप्याटोसेलुलर क्यान्सर,Hepatocellulair carcinoom,,,,,,,,,,,,,,Rak wątrobowokomórkowy,,,,hepatocarcinoma,,,,,Гепатоцеллюлярная карцинома,,,,,,,,,,,,,,,Hepatocelulárny karcinóm,jetrnocelični rak,,,,,,,,,,,,,,,มะเร็งเซลล์ตับ,,,,,,Hepatosellüler karsinom,,,,,,,,,,,,,Ung thư biểu mô tế bào gan,,,,,,,,,,Hepatocellular carcinoma,,,,肝臟上皮細胞腫瘤,
DOID:687,,,,,,,ورم أرومي كبدي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hepatoblastom,,,,,,,,hepatoblastoma,,,,,,,,Hepatoblastooma,,hépatoblastome,,,,,,,,,,,,,,,,,,,,,,,,,,Hepatoblastoma,,,,,epatoblastoma,肝芽腫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hepatoblastoma,,,,hepatoblastoma,,,,,Гепатобластома,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:6873,,,,,,,ثؤلول معنق,,,,,,,,,,,,,,,,,,,,,,,,acrocordó,,,,,,,,,,,Acrochordon,,,,,,,,,skin tag,,acrocordón,,,,,,,,Molluscum pendulum,,,,,,,,,,,,,,,,,,סרח עור,,,,,,,,,,,,,,,,,,,,,,,,,,,연성 섬유종,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrokordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:693,,,,,,,نقص تكون ميناء الأسنان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dental enamel hypoplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:6945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inverted follicular keratosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:6950,,,,,,,تفاعل كرب القتال,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kriegszitterer,,,,,,,,combat disorder,,Fatiga de combate,,,,,,,,troubles comportementaux de guerre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,戦闘ストレス反応,,,,,,,,,,,,,전투피로증,,,,,,,,,,,,,,,,,Kontuzija,Kontūzija,,,,,,,,,,,,,,,,,,,,,,,,Shellshock,,,,,,,,,,,,,,,,,,,,,,,Боевая психическая травма,,,,,,,,,,,,,Ratna neuroza,,,,,,,Ратна неуроза,,,,stridsutmattning,,,,,,,,,,,,,,,,,,,,Бойова психічна травма,,,,,,,,,,,,,,,,,,,,,
DOID:698,,,,,,,حساسية الأسنان المفرطة,,,,,,,,,,,,,Звышадчувальнасьць зубоў,,,,,,,,,,,,,,,,,,Citlivé zuby,,,,Isninger i tænderne,,,,,,,,,Dentine hypersensitivity,,,,,,حساسیت عاجی,,,,Hypersensibilité dentinaire,,,,,,,,,,,,,,,,,,,डेन्टीन अतिसंवेदनशीलता,,,,Fogérzékenység,,,,,,,,,象牙質知覚過敏症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dentino hiperjautrumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadwrażliwość zębiny,,,,,,,,,Гиперестезия зубов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ağrılı dentin sendromu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitochondriale Myopathie,,,,,,,,mitochondrial myopathy,,miopatía mitocondrial,,,,میوپاتی میتوکندریال,,,,myopathie mitochondriale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miopatia mitocondrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,线粒体肌病,
DOID:700,,,,,,,أمراض متقدرية,,,,,,,Mitoxondrial xəstəliklər,,,,,,,,,,,,,,,,,malaltia mitocondrial,,,,,,,mitochondriální onemocnění,,,,,Mitochondriopathie,,,,,,,,mitochondrial disease,,enfermedad mitocondrial,,Gaixotasun mitokondrial,,نقائص میتوکندریایی,,,,maladie mitochondriale,,,,,,,,,,,,,,,,,,,,,,,Mitokondriális betegség,,,,,,,,,ミトコンドリア病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,energiestofwisselingsziekte,,,,,,,,,,,,,,Choroby mitochondrialne,,,,,,,,,Митохондриальные заболевания,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dentin dysplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,डेनटाईन डिसप्लेसिया,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dysplazja zębiny,,,,displasia dentinária,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anisakiosi,,,,,,,,,,,,Anisakiasis,,,,,,,,,,anisakiasis,,Anisakiasi,,,,,,anisakiase,,,,,,,,Anisaquiase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anisakiasis,,,,,,,,,,,,,,Anisakioza,,,,anisaquíase,,,,,Анизакидоз,,,,,,,,,,,,,,,,,,,,Анизакијаза,,,,torskmask,,,,,,,,,,,,,,,,,,,,Анізакідоз,,,,,,,,,,,,,,,,,,,,,
DOID:705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebersche Optikusatrophie,,,,,,,,Leber hereditary optic neuropathy,,neuropatía óptica hereditaria de Leber,,,,بیماری لبر,,Leberin tauti,,neuropathie optique de Leber,,,,,,,,,,,,,,,,,,,,,,,,Լեբերի ժառանգական տեսողական նեյրոպատիա,,,,,,,,レーベル遺伝性視神経症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebers opticusatrofie,,,,,,,,,,,,,,Dziedziczna neuropatia nerwu wzrokowego Lebera,,,,,,,,,Наследственная оптическая нейропатия Лебера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雷伯氏遺傳性視神經萎縮症,
DOID:707,,,,,,,لمفوما بائية الخلايا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-cell lymphoma,,enfermedad de la célula B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urocystitis cystica,,,,,,,,cystitis cystica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7146,,,,,,,ساركوما خلايا لانغرهانز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langerhans cell sarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7147,,,,,,,التهاب الفقار القسطي,,,,,,,Bexterev xəstəliyi,,,,,,,Анкилозиращ спондилит,,,,এঙ্কাইলোজিং স্পন্ডাইলাইটিস,,,,,,espondiloartritis anquilosant,,,,,,,Bechtěrevova nemoc,,,,Bechterews sygdom,Spondylitis ankylosans,,,,,,Αγκυλοποιητική σπονδυλοαρθρίτιδα,,ankylosing spondylitis,,espondilitis anquilosante,Liigesejäikuslik lülipõletik,espondilartritis ankilosatzaile,,اسپوندیلیت آنکیلوزان,,Selkärankareuma,,spondylarthrite ankylosante,,,,Spondailíteas ancalósaithe,,,,,,,,,,,,,,דלקת חוליות מקשחת,अचलताकारक कशेरूकाशोथ,,,,Bechterew-kór,Անկիլոզացնող սպոնդիլոարթրիտ,,Ankilosing spodilitis,,,,,spondilite anchilosante,強直性脊椎炎,,,,,,,,,,,,,강직성 척주염,,,,Nexweşiya Bechterew,Спондилоартрит,Spondylosis ankylosans,,,,Spondilite ancilosante,,,,,,,,,,,,,,,,,,मणक्याची झिज,,,,,,,,,,Bekhterevs sykdom,,,,Ziekte van Bechterew,,,,,,,ଏଙ୍କିଲୋଜିଙ୍ଗ ସ୍ପୋଣ୍ଡିଲାଇଟିସ‎‎,,,,,,,Zesztywniające zapalenie stawów kręgosłupa,,,,espondilite anquilosante,,,,,Анкилозирующий спондилоартрит,,,,,,,,,,,,,Ankilozirajući spondilitis,,Ankylozujúca spondylitída,,,,,анкилозирајући спондилитис,,,,ankyloserande spondylit,,,மடங்காதநிலை முதுகெலும்பு வீக்கம்,,,,,,,,,,Ankilozan spondilit,,,,,,,Анкілозуючий спондилоартрит,,,,,,Viêm cột sống dính khớp,,,,,,,,,,,,,,强直性脊柱炎,
DOID:7148,,,,,,,التهاب المفاصل الروماتويدي,,,,,,,Revmatoid artrit,,,,,,,Ревматоиден артрит,,,,,,,,Reumatoidni artritis,,artritis reumatoide,,,,,باداریی جومگەکان,,revmatoidní artritida,,,,Leddegigt,rheumatoide Arthritis,,,,,,ρευματοειδής αρθρίτιδα,,rheumatoid arthritis,,artritis reumatoide,Reumatoidartriit,Artritis erreumatoide,,آرتریت روماتوئید,,Nivelreuma,,polyarthrite rhumatoïde,,,,Airtríteas réamatóideach,,,,Artrite reumatoide,,,,,,,,,,דלקת מפרקים שיגרונית,आमवातीय संधिशोथ,,Reumatoidni artritis,,reumatoid artritisz,Ռևմատոիդ արթրիտ,,Artritis reumatoid,,,,Liðagigt,artrite reumatoide,関節リウマチ,,,,,,,,,Ревматоидтық артрит,,,,류머티스 관절염,,,,Artrîta rumatoîd,,Arthritis rheumatoidea,,,,,,,,,Mingayi na articulation,,,Reimatoīdais artrīts,,,,,,,Ревматоиден артритис,,,,,,,,,,,,,Leddgikt,,,,reumatoïde artritis,,,,,,,ରିଉମାଟଏଡ ଆର୍ଥ୍ରାଇଟିସ,,,,,,,reumatoidalne zapalenie stawów,,,,artrite reumatoide,,,,,Ревматоидный артрит,,,,,,,,,rheumatoid arthritis,,,,Reumatoidni artritis,,,Revmatoidni artritis,,,,реуматоидни артритис,,,,reumatoid artrit,,,முடக்கு வாதம்,,,,ข้ออักเสบรูมาตอยด์,,,,,,Romatoid artrit,,,,,,,Ревматоїдний артрит,,,,,,viêm khớp dạng thấp,,,,,,,,,,,,,,類風濕性關節炎,
DOID:715,,,,,,,ابيضاض الدم تائي الخلايا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T-cell leukemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leucemias de células T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subacute thyroiditis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亜急性甲状腺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Подострый тиреоидит,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7166,,,,,,,التهاب الغدة الدرقية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thyreoiditis,,,,,,,,thyroiditis,,tiroiditis,,,,تیروئیدیت,,Tyreoidiitti,,thyroïdite,,,,,,,,,,,,,,,,,,,,,Tireoiditis,,,Վահանագեղձի բորբոքում,,Tiroiditis,,,,,tiroidite,甲状腺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,തൈറോയ്ഡൈറ്റിസ്,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapalenie tarczycy,,,,tiroidite,,,,,Тиреоидит,,,,,,,,,,,,,,,Tyreoiditída,,,,,,,,,sköldkörtelinflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甲狀腺炎,
DOID:718,,,,,,,فقر الدم الانحلالي بالمناعة الذاتية,,,,,,,,,,,,,,,,,,,,,,,,anèmia hemolítica autoimmunitària,,,,,,,,,,,,Autoimmunhämolytische Anämie,,,,,,,,autoimmune hemolytic anemia,,anemia inmunohemolítica,,,,کم‌خونی همولیتیک خود ایمنی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemia emolitica autoimmune,免疫介在性溶血性貧血,,,,,,,,,,,,,자가면역성용혈성빈혈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anemia hemolisis autoimun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemia hemolítica autoimune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,autoimmun hemolytisk anemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7188,,,,,,,التهاب الغدة الدرقية بالمناعة الذاتية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoimmunthyreopathie,,,,,,,,autoimmune thyroiditis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoimmunthyreopathia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiroidite autoimune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:720,,,,,,,فقر الدم السوي الكريات,,,,,,,,,,,,,,,,,,,,,,,,anèmia normocítica,,,,,,,,,,,,Normozytäre Anämie,,,,,,,,normocytic anemia,,,,,,,,,,anémie normocytaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normocytaire anemie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normocitna anemija,,,Anemia normocitike,,,,,normocytär anemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:727,,,,,,,متلازمة سابقة للحيض,,,,,,,,,,,,Перадменструальны сіндром,Перадмэнструальны сындром,Предменструален синдром,,,,,,,,,,síndrome premenstrual,,,,,,,Premenstruační syndrom,,,,Præmenstruelt syndrom,Prämenstruelles Syndrom,,,,,,Προεμμηνορροϊκό σύνδρομο,,premenstrual tension,Antaŭmenstrua simptomaro,Síndrome premenstrual,,,,سندرم پیش از قاعدگی,,Kuukautisia edeltävä oireyhtymä,,syndrome prémenstruel,,,,Siondróm/teannas réamh-mhíosta,,,,,,,,,,,,,,תסמונת קדם-וסתית,,,Predmenstrualni sindrom,,pms,,,Sindrom prahaid,,,,,sindrome premestruale,月経前症候群,,,,,,,,,,,,,월경전 증후군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penyakit senggugut,,,,,,,,,premenstruelt syndrom,,,,Premenstrueel syndroom,,,,,,,ପ୍ରାକ୍ ଋତୁସ୍ରାବ ଲକ୍ଷଣପୁଞ୍ଜ,,,,,,,Zespół napięcia przedmiesiączkowego,,,,tensão pré-menstrual,,,,,Предменструальный синдром,,,,,,,,,,,,,,,,Predmenstruacijski sindrom,,,,Предменструални синдром,,,Sindrom Prahed,premenstruellt syndrom,,,,,పి.ఎమ్.ఎస్,,,,,,,,Premenstrüel sendrom,,,,,,,Передменструальний синдром,,,,,,hội chứng tiền kinh nguyệt,,,,,,,,,,,,,,经前综合症,
DOID:7273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuberculose surrénalienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,congenital epulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astroblastom,,,,,,,,,,,,,astroblastoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astroblastoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwiaździak zarodkowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fasciitis nodularis,,,,,,,,pseudosarcomatous fibromatosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,結節性筋膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urethral cancer,,,,,,,,Virtsaputken syöpä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7347,,,,,,,فرط تنسج القراب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthecosis ovarii,,,,,,,,Hyperthecosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipertecosi,,,,,,,,,,,,,,난포막과다형성증,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angststoornis door een somatische aandoening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7365,,,,,,,داء كيمورا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimura disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malattia di Kimura,木村病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziekte van Kimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:74,,,,,,,مرض دموي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hematopoietic system diseases,,,,,,,,,,hémopathie,,,,,,,,,,,,,,,,,,מחלות של מערכת הדם,,,,,,Արյան հիվանդություններ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,заболевания крови,,,,,,,,,,,,,,,,,,,Sëmundjet e gjakut,,,,,sjukdomar i blodet och blodbildande organ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:7400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nijmegen-Breakage-Syndrom,,,,,,,,Nijmegen breakage syndrome,,Síndrome de Nijmegen,,,,,,Nijmegenin murtumaoireyhtymä,,syndrome de Nimègue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zespół Nijmegen,,,,,,,,,Синдром повреждения Неймегена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Синдром Ніймеген,,,,,,,,,,,,,,,,,,,,,
DOID:7420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placental infarction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
